"Symbol","Name","Sector","Industry","Summary Quote"
"CNSL","Consolidated Communications Holdings, Inc.","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cnsl"
"CWCO","Consolidated Water Co. Ltd.","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwco"
"CNACU","Constellation Alpha Capital Corp.","Finance","Business Services","http://www.nasdaq.com/symbol/cnacu"
"CPSS","Consumer Portfolio Services, Inc.","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cpss"
"CFRX","ContraFect Corporation","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrx"
"CTRV","ContraVir Pharmaceuticals Inc","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctrv"
"CTRL","Control4 Corporation","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ctrl"
"CPRT","Copart, Inc.","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cprt"
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crbp"
"CORT","Corcept Therapeutics Incorporated","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cort"
"CORE","Core-Mark Holding Company, Inc.","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/core"
"CORI","Corium International, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cori"
"CSOD","Cornerstone OnDemand, Inc.","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/csod"
"CRVL","CorVel Corp.","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crvl"
"CRVS","Corvus Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crvs"
"CSGP","CoStar Group, Inc.","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/csgp"
"COST","Costco Wholesale Corporation","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/cost"
"CPAH","CounterPath Corporation","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cpah"
"ICBK","County Bancorp, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/icbk"
"COUP","Coupa Software Incorporated","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/coup"
"CVTI","Covenant Transportation Group, Inc.","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/cvti"
"COVS","Covisint Corporation","Technology","EDP Services","http://www.nasdaq.com/symbol/covs"
"COWN","Cowen Inc.","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cown"
"COWNL","Cowen Inc.","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cownl"
"PMTS","CPI Card Group Inc.","Finance","Finance Companies","http://www.nasdaq.com/symbol/pmts"
"CPSH","CPS Technologies Corp.","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cpsh"
"CRAI","CRA International,Inc.","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/crai"
"CBRL","Cracker Barrel Old Country Store, Inc.","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cbrl"
"BREW","Craft Brew Alliance, Inc.","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/brew"
"CRAY","Cray Inc","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/cray"
"CACC","Credit Acceptance Corporation","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cacc"
"USOI","Credit Suisse AG","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/usoi"
"CREE","Cree, Inc.","Technology","Semiconductors","http://www.nasdaq.com/symbol/cree"
"CRESY","Cresud S.A.C.I.F. y A.","Finance","Real Estate","http://www.nasdaq.com/symbol/cresy"
"CRSP","CRISPR Therapeutics AG","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/crsp"
"CRTO","Criteo S.A.","Technology","Advertising","http://www.nasdaq.com/symbol/crto"
"CROX","Crocs, Inc.","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/crox"
"CCRN","Cross Country Healthcare, Inc.","Technology","Professional Services","http://www.nasdaq.com/symbol/ccrn"
"CRDS","Crossroads Systems, Inc.","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/crds"
"CRWS","Crown Crafts, Inc.","Basic Industries","Textiles","http://www.nasdaq.com/symbol/crws"
"CYRX","CryoPort, Inc.","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/cyrx"
"CYRXW","CryoPort, Inc.","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/cyrxw"
"CSGS","CSG Systems International, Inc.","Technology","EDP Services","http://www.nasdaq.com/symbol/csgs"
"CCLP","CSI Compressco LP","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/cclp"
"CSPI","CSP Inc.","Technology","EDP Services","http://www.nasdaq.com/symbol/cspi"
"CSWI","CSW Industrials, Inc.","Basic Industries","Home Furnishings","http://www.nasdaq.com/symbol/cswi"
"CSX","CSX Corporation","Transportation","Railroads","http://www.nasdaq.com/symbol/csx"
"CTIC","CTI BioPharma Corp.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctic"
"CTIB","CTI Industries Corporation","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/ctib"
"CTRP","Ctrip.com International, Ltd.","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ctrp"
"CUNB","CU Bancorp (CA)","Finance","Major Banks","http://www.nasdaq.com/symbol/cunb"
"CUI","CUI Global, Inc.","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/cui"
"CPIX","Cumberland Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cpix"
"CMLS","Cumulus Media Inc.","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cmls"
"CRIS","Curis, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cris"
"CUTR","Cutera, Inc.","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cutr"
"CVBF","CVB Financial Corporation","Finance","Major Banks","http://www.nasdaq.com/symbol/cvbf"
"CVV","CVD Equipment Corporation","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cvv"
"CYAN","Cyanotech Corporation","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cyan"
"CYBR","CyberArk Software Ltd.","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cybr"
"CYBE","CyberOptics Corporation","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/cybe"
"CYCC","Cyclacel Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cycc"
"CYCCP","Cyclacel Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyccp"
"CBAY","CymaBay Therapeutics Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbay"
"CY","Cypress Semiconductor Corporation","Technology","Semiconductors","http://www.nasdaq.com/symbol/cy"
"CYRN","CYREN Ltd.","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cyrn"
"CONE","CyrusOne Inc","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cone"
"CYTK","Cytokinetics, Incorporated","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cytk"
"CTMX","CytomX Therapeutics, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctmx"
"CYTX","Cytori Therapeutics Inc","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cytx"
"CYTXW","Cytori Therapeutics Inc","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cytxw"
"CTSO","Cytosorbents Corporation","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ctso"
"CYTR","CytRx Corporation","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cytr"
"DJCO","Daily Journal Corp. (S.C.)","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/djco"
"DAKT","Daktronics, Inc.","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/dakt"
"DARE","Dare Bioscience, Inc.","n/a","n/a","http://www.nasdaq.com/symbol/dare"
"DRIO","DarioHealth Corp.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/drio"
"DRIOW","DarioHealth Corp.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/driow"
"DZSI","DASAN Zhone Solutions, Inc.","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/dzsi"
"DSKE","Daseke, Inc.","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/dske"
"DSKEW","Daseke, Inc.","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/dskew"
"DAIO","Data I/O Corporation","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/daio"
"DWCH","Datawatch Corporation","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dwch"
"PLAY","Dave & Buster&#39","","",""
"DTEA","DAVIDsTEA Inc.","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/dtea"
"DFNL","Davis Select Financial ETF","n/a","n/a","http://www.nasdaq.com/symbol/dfnl"
"DUSA","Davis Select U.S. Equity ETF","n/a","n/a","http://www.nasdaq.com/symbol/dusa"
"DWLD","Davis Select Worldwide ETF","n/a","n/a","http://www.nasdaq.com/symbol/dwld"
"DWSN","Dawson Geophysical Company","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dwsn"
"DBVT","DBV Technologies S.A.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dbvt"
"DFRG","Del Frisco&#39","","",""
"TACO","Del Taco Restaurants, Inc.","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/taco"
"TACOW","Del Taco Restaurants, Inc.","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/tacow"
"DCTH","Delcath Systems, Inc.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dcth"
"DMPI","DelMar Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dmpi"
"DGAS","Delta Natural Gas Company, Inc.","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/dgas"
"DELT","Delta Technology Holdings Limited","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/delt"
"DELTW","Delta Technology Holdings Limited","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/deltw"
"DENN","Denny&#39","","",""
"XRAY","DENTSPLY SIRONA Inc.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xray"
"DEPO","Depomed, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/depo"
"DERM","Dermira, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/derm"
"DEST","Destination Maternity Corporation","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dest"
"DXLG","Destination XL Group, Inc.","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dxlg"
"DSWL","Deswell Industries, Inc.","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/dswl"
"DTRM","Determine, Inc. ","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dtrm"
"DXCM","DexCom, Inc.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxcm"
"DXTR","Dextera Surgical Inc.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxtr"
"DHXM","DHX Media Ltd.","n/a","n/a","http://www.nasdaq.com/symbol/dhxm"
"DHIL","Diamond Hill Investment Group, Inc.","Finance","Investment Managers","http://www.nasdaq.com/symbol/dhil"
"FANG","Diamondback Energy, Inc.","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fang"
"DCIX","Diana Containerships Inc.","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dcix"
"DRNA","Dicerna Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drna"
"DFBG","Differential Brands Group Inc.","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/dfbg"
"DFFN","Diffusion Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dffn"
"DGII","Digi International Inc.","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/dgii"
"DGLT","Digiliti Money Group, Inc.","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/dglt"
"DMRC","Digimarc Corporation","Technology","EDP Services","http://www.nasdaq.com/symbol/dmrc"
"DRAD","Digirad Corporation","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/drad"
"DGLY","Digital Ally, Inc.","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dgly"
"APPS","Digital Turbine, Inc.","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/apps"
"DCOM","Dime Community Bancshares, Inc.","Finance","Savings Institutions","http://www.nasdaq.com/symbol/dcom"
"DMTX","Dimension Therapeutics, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dmtx"
"DIOD","Diodes Incorporated","Technology","Semiconductors","http://www.nasdaq.com/symbol/diod"
"DISCA","Discovery Communications, Inc.","Consumer Services","Television Services","http://www.nasdaq.com/symbol/disca"
"DISCB","Discovery Communications, Inc.","Consumer Services","Television Services","http://www.nasdaq.com/symbol/discb"
"DISCK","Discovery Communications, Inc.","Consumer Services","Television Services","http://www.nasdaq.com/symbol/disck"
"DISH","DISH Network Corporation","Consumer Services","Television Services","http://www.nasdaq.com/symbol/dish"
"DVCR","Diversicare Healthcare Services Inc.","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/dvcr"
"SAUC","Diversified Restaurant Holdings, Inc.","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sauc"
"DLHC","DLH Holdings Corp.","Technology","Professional Services","http://www.nasdaq.com/symbol/dlhc"
"BOOM","DMC Global Inc.","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/boom"
"DNBF","DNB Financial Corp","Finance","Major Banks","http://www.nasdaq.com/symbol/dnbf"
"DLTR","Dollar Tree, Inc.","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dltr"
"DGICA","Donegal Group, Inc.","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/dgica"
"DGICB","Donegal Group, Inc.","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/dgicb"
"DMLP","Dorchester Minerals, L.P.","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dmlp"
"DORM","Dorman Products, Inc.","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dorm"
"EAGL","Double Eagle Acquisition Corp.","Finance","Business Services","http://www.nasdaq.com/symbol/eagl"
"EAGLU","Double Eagle Acquisition Corp.","Finance","Business Services","http://www.nasdaq.com/symbol/eaglu"
"EAGLW","Double Eagle Acquisition Corp.","Finance","Business Services","http://www.nasdaq.com/symbol/eaglw"
"DOVA","Dova Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dova"
"DRWI","DragonWave Inc","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/drwi"
"DRYS","DryShips Inc.","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/drys"
"DSPG","DSP Group, Inc.","Technology","Semiconductors","http://www.nasdaq.com/symbol/dspg"
"DLTH","Duluth Holdings Inc.","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dlth"
"DNKN","Dunkin&#39","","",""
"DRRX","DURECT Corporation","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drrx"
"DXPE","DXP Enterprises, Inc.","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dxpe"
"DYSL","Dynasil Corporation of America","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dysl"
"DYNT","Dynatronics Corporation","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/dynt"
"DVAX","Dynavax Technologies Corporation","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dvax"
"ETFC","E*TRADE Financial Corporation","Finance","Savings Institutions","http://www.nasdaq.com/symbol/etfc"
"EBMT","Eagle Bancorp Montana, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/ebmt"
"EGBN","Eagle Bancorp, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/egbn"
"EGLE","Eagle Bulk Shipping Inc.","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/egle"
"EFBI","Eagle Financial Bancorp, Inc.","n/a","n/a","http://www.nasdaq.com/symbol/efbi"
"EGRX","Eagle Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/egrx"
"EWBC","East West Bancorp, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/ewbc"
"EACQ","Easterly Acquisition Corp.","Capital Goods","Building Products","http://www.nasdaq.com/symbol/eacq"
"EACQU","Easterly Acquisition Corp.","Capital Goods","Building Products","http://www.nasdaq.com/symbol/eacqu"
"EACQW","Easterly Acquisition Corp.","Capital Goods","Building Products","http://www.nasdaq.com/symbol/eacqw"
"EML","Eastern Company (The)","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/eml"
"EVGBC","Eaton Vance NextShares Trust","n/a","n/a","http://www.nasdaq.com/symbol/evgbc"
"EVSTC","Eaton Vance NextShares Trust","n/a","n/a","http://www.nasdaq.com/symbol/evstc"
"EVLMC","Eaton Vance NextShares Trust II","n/a","n/a","http://www.nasdaq.com/symbol/evlmc"
"EBAY","eBay Inc.","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ebay"
"EBAYL","eBay Inc.","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ebayl"
"EBIX","Ebix, Inc.","Technology","EDP Services","http://www.nasdaq.com/symbol/ebix"
"ELON","Echelon Corporation","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/elon"
"ECHO","Echo Global Logistics, Inc.","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/echo"
"SATS","EchoStar Corporation","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sats"
"EEI","Ecology and Environment, Inc.","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eei"
